time/total_timesteps,time/iterations,time/fps,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/loss,train/clip_range,train/entropy_loss,train/explained_variance,train/clip_fraction,train/value_loss,train/approx_kl,train/n_updates,train/learning_rate,train/policy_gradient_loss,phase,phase_learning_rate_start,phase_learning_rate_end
483328,236,253,0.0,-1.6220000000000006,256.0,1908,0.0141747072339057,0.2,-0.0005700310226529,0.8958524465560913,0.0,0.0123181763847242,-2.9045623e-08,2350.0,0.00017968,-2.0120060071349146e-07,1,0.0003,5e-05
485376,237,253,0.0,-1.606,256.0,1917,0.2709504961967468,0.2,-0.00062968447819,0.0245767831802368,0.0,0.3669833846957772,-4.444155e-08,2360.0,0.0001791679999999,2.1624146029353145e-08,1,0.0003,5e-05
487424,238,253,0.0,-1.59,256.0,1925,0.4105940163135528,0.2,-0.0007257508921611,0.1780306696891784,0.0,0.4465427678020205,-2.0401785e-08,2370.0,0.0001786559999999,-1.0553048923611642e-08,1,0.0003,5e-05
489472,239,253,0.0,-1.8880000000000003,256.0,1933,0.0611500367522239,0.2,-0.0008035108199692,0.2998194694519043,0.0,0.0970195969621272,-2.2351742e-08,2380.0,0.0001781439999999,-3.469176590442657e-09,1,0.0003,5e-05
491520,240,253,0.0,-1.766,256.0,1942,0.3359729647636413,0.2,-0.0009416496679477,0.0436020493507385,0.0,1.030501694564009,-5.2241376e-08,2390.0,0.0001776319999999,1.618172973394394e-09,1,0.0003,5e-05
493568,241,253,0.0,-1.722,256.0,1950,0.0051275775767862,0.2,-0.0010521697018702,0.0812339782714843,0.0,0.1109159500017995,-2.2177119e-08,2400.0,0.0001771199999999,1.6432022675871853e-08,1,0.0003,5e-05
495616,242,253,0.0,-1.5099999999999998,256.0,1958,0.0031719948165118,0.2,-0.0014916450381861,0.8195475339889526,0.0,0.0325280516430211,-2.9773219e-08,2410.0,0.0001766079999999,-6.228219717741011e-10,1,0.0003,5e-05
497664,243,252,0.0,-1.106,256.0,1967,0.0161809660494327,0.2,-0.0011332108959322,0.1011623740196228,0.000390625,0.2642331644412479,0.00012302914,2420.0,0.0001760959999999,-0.00065731840441,1,0.0003,5e-05
499712,244,252,0.0,-1.04,256.0,1975,0.0001820614997996,0.2,-0.0009541179955704,0.7524524331092834,0.0,0.0022783450165661,-1.4901161e-08,2430.0,0.0001755839999999,-4.9435766413807866e-08,1,0.0003,5e-05
501760,245,252,0.0,-0.9380000000000002,256.0,1983,0.0002251782862003,0.2,-0.0009641048840421,0.9613226652145386,0.0,0.0026446608216247,0.0,2440.0,0.000175072,1.4720717445015908e-08,1,0.0003,5e-05
503808,246,252,0.0,-1.058,256.0,1992,0.1140781715512275,0.2,-0.0009718119828903,0.2499739527702331,0.0,0.0896458474113387,-1.8626451e-09,2450.0,0.0001745599999999,5.704350769519805e-10,1,0.0003,5e-05
505856,247,252,0.0,-1.2320000000000002,256.0,2000,0.1863857954740524,0.2,-0.000979036422359,0.2190308570861816,0.0,0.1741379993181908,0.0,2460.0,0.0001740479999999,-1.664739102125168e-09,1,0.0003,5e-05
507904,248,252,0.0,-1.24,256.0,2008,0.2014622390270233,0.2,-0.0009864743115031,0.6888608336448669,0.0,0.1214043140011199,0.0,2470.0,0.000173536,-6.117625162005424e-09,1,0.0003,5e-05
509952,249,252,0.0,-1.314,256.0,2017,0.0049345730803906,0.2,-0.0009962945667211,0.8174788951873779,0.0,0.0776926680249744,-5.9604645e-08,2480.0,0.0001730239999999,5.273614078760147e-09,1,0.0003,5e-05
512000,250,252,0.0,-1.088,256.0,2025,0.0002868366427719,0.2,-0.0010101590829435,0.5684391856193542,0.0,0.0424037371408303,0.0,2490.0,0.000172512,2.1653249859809873e-09,1,0.0003,5e-05
514048,251,252,0.0,-0.8719999999999999,256.0,2033,0.0061308750882744,0.2,-0.0010196812698268,0.9329464435577391,0.0,0.0084008598842956,0.0,2500.0,0.0001719999999999,3.5506673157215123e-09,1,0.0003,5e-05
516096,252,252,0.0,-1.264,256.0,2041,7.375061250058934e-05,0.2,-0.0010327766198315,0.75440514087677,0.0,0.0006546151358833,-5.9604645e-08,2510.0,0.000171488,-1.7165439203381537e-08,1,0.0003,5e-05
518144,253,252,0.0,-1.348,256.0,2049,0.4635543823242187,0.2,-0.0006793427695811,0.1513629555702209,0.000439453125,0.8403118682443165,7.7593926e-05,2520.0,0.0001709759999999,-0.0002263800241053,1,0.0003,5e-05
520192,254,252,0.0,-1.314,256.0,2058,0.0009133756975643,0.2,-0.0006174376372655,0.880174994468689,0.0,0.0776385316148662,0.0,2530.0,0.0001704639999999,7.072230800986291e-09,1,0.0003,5e-05
522240,255,252,0.0,-1.418,256.0,2066,0.0057826521806418,0.2,-0.0004557072126772,0.0268700718879699,0.000390625,0.0923845073455595,4.5581488e-05,2540.0,0.000169952,-0.0004221085575409,1,0.0003,5e-05
524288,256,252,0.0,-1.6680000000000006,256.0,2074,0.0783489346504211,0.2,-0.0004220074839395,0.02162367105484,0.0,0.1500058797813835,0.0,2550.0,0.0001694399999999,8.26548784971237e-10,1,0.0003,5e-05
526336,257,252,0.0,-1.8440000000000003,256.0,2083,0.0467919409275054,0.2,-0.0004232201175909,0.6597914099693298,0.0,0.2178643258172087,0.0,2560.0,0.000168928,-8.032657206058503e-10,1,0.0003,5e-05
528384,258,252,0.0,-2.128,256.0,2091,0.1206289678812027,0.2,-0.0004265724710421,0.631089448928833,0.0,0.2413417014817241,0.0,2570.0,0.0001684159999999,-5.064066499471664e-09,1,0.0003,5e-05
530432,259,252,0.0,-1.9540000000000004,256.0,2099,0.1258450001478195,0.2,-0.000424500826557,0.7142374515533447,0.0,0.355329382547643,0.0,2580.0,0.000167904,1.3853423297405243e-09,1,0.0003,5e-05
532480,260,252,0.0,-1.8000000000000005,256.0,2108,0.0160401444882154,0.2,-0.0004251775702869,0.9142895936965942,0.0,0.0401830679609702,0.0,2590.0,0.0001673919999999,8.256756700575351e-09,1,0.0003,5e-05
534528,261,252,0.0,-1.8080000000000005,256.0,2116,0.0004142141842748,0.2,-0.0004262926773662,0.047719120979309,0.0,0.0314355010844792,0.0,2600.0,0.00016688,3.864988684654236e-09,1,0.0003,5e-05
536576,262,252,0.0,-1.9000000000000004,256.0,2125,0.0012760144891217,0.2,-0.0004290086959372,0.7719698548316956,0.0,0.0790969310255604,0.0,2610.0,0.000166368,-5.820766091346741e-10,1,0.0003,5e-05
538624,263,252,0.0,-2.0660000000000003,256.0,2133,0.4387480914592743,0.2,-0.0004299656746297,0.4515264630317688,0.0,0.1730230542249046,0.0,2620.0,0.0001658559999999,9.796349331736564e-09,1,0.0003,5e-05
540672,264,252,0.0,-1.9040000000000004,256.0,2141,0.0016267350874841,0.2,-0.000434348359704,0.0130752921104431,0.0,0.0527201569907674,0.0,2630.0,0.000165344,-8.33126250654459e-08,1,0.0003,5e-05
542720,265,252,0.0,-1.7420000000000004,256.0,2149,0.0029633701778948,0.2,-0.0004334938137617,0.6887926459312439,0.0,0.0979783587972633,0.0,2640.0,0.0001648319999999,1.0186340659856794e-09,1,0.0003,5e-05
544768,266,252,0.0,-1.7420000000000004,256.0,2158,0.0036157516296952,0.2,-0.0004341724659752,0.1680102348327636,0.0,0.0475346273539798,0.0,2650.0,0.0001643199999999,2.8987415134906767e-09,1,0.0003,5e-05
546816,267,252,0.0,-1.5379999999999998,256.0,2166,0.0743227377533912,0.2,-0.0004370416172605,0.6303600072860718,0.0,0.0790910008392529,0.0,2660.0,0.0001638079999999,-8.49831849336624e-10,1,0.0003,5e-05
548864,268,252,0.0,-1.46,256.0,2174,0.0107120769098401,0.2,-0.0004382049311971,0.8022584915161133,0.0,0.0099342780595179,0.0,2670.0,0.0001632959999999,-1.8917489796876907e-10,1,0.0003,5e-05
550912,269,252,0.0,-1.3820000000000008,256.0,2182,0.2075301706790924,0.2,-0.0004390408143081,0.7329446077346802,0.0,0.1327289355103857,0.0,2680.0,0.0001627839999999,1.958687789738178e-09,1,0.0003,5e-05
552960,270,252,0.0,-1.2680000000000002,256.0,2191,0.0006283663678914,0.2,-0.0004412915161083,0.0212647914886474,0.0,0.0660608379573204,0.0,2690.0,0.0001622719999999,4.540197551250458e-09,1,0.0003,5e-05
555008,271,252,0.0,-1.3040000000000005,256.0,2199,0.116838164627552,0.2,-0.0004441777600732,0.0882407426834106,0.0,0.1219681277689915,0.0,2700.0,0.0001617599999999,-1.4854595065116882e-08,1,0.0003,5e-05
557056,272,252,0.0,-1.5700000000000005,256.0,2207,0.0010414011776447,0.2,-0.0004464751062187,0.8564951419830322,0.0,0.0337493882660055,0.0,2710.0,0.0001612479999999,3.845198079943657e-08,1,0.0003,5e-05
559104,273,252,0.0,-1.5660000000000005,256.0,2216,0.1365458071231842,0.2,-0.0004485211207793,0.1967484354972839,0.0,0.306771178497911,0.0,2720.0,0.0001607359999999,-2.0721927285194397e-08,1,0.0003,5e-05
561152,274,252,0.0,-1.5120000000000005,256.0,2224,0.0787690207362175,0.2,-0.0004502814608713,0.7950803637504578,0.0,0.135113381629344,0.0,2730.0,0.0001602239999999,1.7462298274040222e-10,1,0.0003,5e-05
563200,275,252,0.0,-1.7360000000000002,256.0,2232,0.0058930809609591,0.2,-0.0004512116647674,0.3477790951728821,0.0,0.1031098032002773,0.0,2740.0,0.0001597119999999,5.902256816625595e-09,1,0.0003,5e-05
565248,276,252,0.0,-1.7200000000000006,256.0,2241,0.2375959604978561,0.2,-0.0004678849978517,0.3122010231018066,0.0,0.5481214998573705,0.0,2750.0,0.0001591999999999,-9.173527359962465e-09,1,0.0003,5e-05
567296,277,252,0.0,-1.6439999999999997,256.0,2249,0.1895419508218765,0.2,-0.0004539615059911,0.7932072877883911,0.0,0.1641207229025894,0.0,2760.0,0.0001586879999999,-1.8277205526828763e-09,1,0.0003,5e-05
569344,278,252,0.0,-1.5020000000000004,256.0,2257,0.3180434107780456,0.2,-0.0004586258884955,0.5950188636779785,0.0,0.1946215530391782,-2.910383e-11,2770.0,0.0001581759999999,-2.9068905860185625e-08,1,0.0003,5e-05
571392,279,252,0.0,-1.5220000000000002,256.0,2266,0.0009199022315442,0.2,-0.000460279692561,0.0232531428337097,0.0,0.0315048818604736,-5.820766e-11,2780.0,0.000157664,-2.2840686142444613e-08,1,0.0003,5e-05
573440,280,252,0.0,-1.7960000000000005,256.0,2274,0.0003324159188196,0.2,-0.0004642679141397,0.8854889869689941,0.0,0.0248557452643581,0.0,2790.0,0.0001571519999999,-2.511660568416118e-09,1,0.0003,5e-05
575488,281,252,0.0,-1.7040000000000004,256.0,2282,0.1044887527823448,0.2,-0.0004663968957174,0.1523637771606445,0.0,0.4819569946732372,0.0,2800.0,0.00015664,7.532071322202683e-09,1,0.0003,5e-05
577536,282,252,0.0,-1.7080000000000004,256.0,2290,0.0410164035856723,0.2,-0.0004784645483596,0.3856133222579956,0.0,0.1089483791824022,-7.392373e-09,2810.0,0.0001561279999999,-4.8044603317976e-08,1,0.0003,5e-05
579584,283,252,0.0,-1.568,256.0,2299,0.986963987350464,0.2,-0.0004746532664285,0.292158305644989,0.0,0.5107878437804174,0.0,2820.0,0.0001556159999999,-3.540189936757088e-08,1,0.0003,5e-05
581632,284,252,0.0,-1.5400000000000005,256.0,2307,0.1420420110225677,0.2,-0.0004768986877024,0.0028128027915954,0.0,0.1655707706682733,0.0,2830.0,0.0001551039999999,-4.831235855817794e-10,1,0.0003,5e-05
583680,285,252,0.0,-1.5360000000000005,256.0,2315,0.0036013987846672,0.2,-0.000489073701101,0.0386862158775329,0.0,0.4430294089484959,-2.910383e-11,2840.0,0.0001545919999999,2.9976945370435715e-09,1,0.0003,5e-05
585728,286,252,0.0,-1.494,256.0,2323,0.1088351756334304,0.2,-0.0004882330151303,0.1581193804740905,0.0,0.1722190842287091,0.0,2850.0,0.00015408,1.8568243831396103e-08,1,0.0003,5e-05
587776,287,252,0.0,-1.6060000000000003,256.0,2332,0.0003319136158097,0.2,-0.0004940266175253,0.472668707370758,0.0,0.0701618777544354,0.0,2860.0,0.0001535679999999,-1.562293618917465e-08,1,0.0003,5e-05
589824,288,252,0.0,-1.4700000000000002,256.0,2340,0.0008637192077003,0.2,-0.0005058110640675,0.2103399634361267,0.0,0.2670144619769417,-7.4214768e-09,2870.0,0.000153056,-1.4019315131008625e-07,1,0.0003,5e-05
591872,289,251,0.0,-1.372,256.0,2348,0.0003548919630702,0.2,-0.0005113628285471,0.1832280755043029,0.0,0.2864084814664238,-2.910383e-11,2880.0,0.0001525439999999,-3.881519660353661e-07,1,0.0003,5e-05
593920,290,251,0.0,-1.4640000000000004,256.0,2357,0.0030988147482275,0.2,-0.0003915534929546,0.845926821231842,0.000244140625,0.083121368396678,8.6426066e-05,2890.0,0.000152032,-0.0001949733356013,1,0.0003,5e-05
595968,291,251,0.0,-1.6280000000000003,256.0,2365,0.0219457782804965,0.2,-0.0002972910693642,0.7223356366157532,0.0,0.0894321187181049,0.0,2900.0,0.0001515199999999,-2.692104317247867e-09,1,0.0003,5e-05
598016,292,251,0.0,-1.6120000000000003,256.0,2373,0.1880645751953125,0.2,-0.0003033897104614,0.3135372400283813,0.0,0.3597254047141177,0.0,2910.0,0.0001510079999999,-1.938315108418464e-09,1,0.0003,5e-05
600064,293,251,0.0,-1.3060000000000005,256.0,2381,0.0002757511974778,0.2,-0.0003081380706134,0.2117847800254821,0.0,0.0725019550920478,0.0,2920.0,0.000150496,-1.1059455573558807e-08,1,0.0003,5e-05
602112,294,251,0.0,-0.98,256.0,2390,8.283130591735244e-05,0.2,-0.0003154928304866,0.908151388168335,0.0,0.0007185843878687,-7.450581e-09,2930.0,0.0001499839999999,-1.9258586689829826e-07,1,0.0003,5e-05
604160,295,251,0.0,-1.15,256.0,2398,0.0015448705526068,0.2,-0.0003313328339572,0.7816879749298096,0.0,0.0017448650945652,-2.2293534e-08,2940.0,0.000149472,-2.6744091883301737e-07,1,0.0003,5e-05
606208,296,251,0.0,-1.14,256.0,2406,0.0006284301052801,0.2,-0.0003230262802389,0.0733817815780639,0.0,0.0638340776304176,-5.820766e-11,2950.0,0.0001489599999999,-1.593143679201603e-07,1,0.0003,5e-05
608256,297,251,0.0,-1.0440000000000005,256.0,2415,0.1186007037758827,0.2,-0.0003297336756077,0.4451907277107239,0.0,0.2992327348678373,-7.479684e-09,2960.0,0.000148448,-1.5902332961559295e-08,1,0.0003,5e-05
610304,298,251,0.0,-0.936,256.0,2423,0.1136554256081581,0.2,-0.0003280468718003,0.0740604996681213,0.0,0.1389197510377925,0.0,2970.0,0.000147936,-1.5366822481155396e-08,1,0.0003,5e-05
612352,299,251,0.0,-0.9940000000000004,256.0,2431,0.1406068503856659,0.2,-0.0003258364009525,0.4228091239929199,0.0,0.0401091655635355,0.0,2980.0,0.000147424,6.990740075707437e-08,1,0.0003,5e-05
614400,300,251,0.0,-0.904,256.0,2440,0.0013078816700726,0.2,-0.00033450580122,0.1888153553009033,0.0,0.4817500370714697,0.0,2990.0,0.000146912,-2.6705674827098847e-08,1,0.0003,5e-05
616448,301,251,0.0,-0.91,256.0,2448,0.0010024406947195,0.2,-0.0003379854897502,0.9126953482627868,0.0,0.0423696799072786,0.0,3000.0,0.0001464,-5.925539880990983e-08,1,0.0003,5e-05
618496,302,251,0.0,-1.2919999999999998,256.0,2456,0.003966542892158,0.2,-0.0003579530377464,0.9277751445770264,0.0,0.0186819097099942,-2.3574103e-09,3010.0,0.000145888,-3.8737198337912566e-08,1,0.0003,5e-05
620544,303,251,0.0,-1.2040000000000002,256.0,2464,0.5308069586753845,0.2,-0.0003544732382579,0.1049372553825378,0.0,0.2627923711652329,0.0,3020.0,0.0001453759999999,3.151362761855125e-08,1,0.0003,5e-05
622592,304,251,0.0,-1.322,256.0,2473,0.3077251315116882,0.2,-0.0003561995446943,0.4330528378486633,0.0,0.2064232104945404,-1.4726538e-08,3030.0,0.000144864,-5.5151758715510375e-08,1,0.0003,5e-05
624640,305,251,0.0,-1.3260000000000003,256.0,2481,0.105922169983387,0.2,-0.0003697948111948,0.2643857002258301,0.0,0.5343726823513861,0.0,3040.0,0.0001443519999999,-1.769512891769409e-09,1,0.0003,5e-05
626688,306,251,0.0,-1.4080000000000004,256.0,2489,9.542166662868112e-05,0.2,-0.0003771985491766,0.4510343670845032,0.0,0.0037651262939107,-4.831236e-09,3050.0,0.0001438399999999,-2.987682819366455e-07,1,0.0003,5e-05
628736,307,251,0.0,-1.632,256.0,2498,0.0799657180905342,0.2,-0.0003786007149756,0.0105763673782348,0.0,0.157731740395684,-7.566996e-09,3060.0,0.0001433279999999,9.743962436914444e-09,1,0.0003,5e-05
630784,308,251,0.0,-1.7200000000000002,256.0,2506,0.0027797948569059,0.2,-0.0003872436151141,0.7435349225997925,0.0,0.2160788192879408,0.0,3070.0,0.0001428159999999,-7.264316082000732e-09,1,0.0003,5e-05
632832,309,251,0.0,-1.7260000000000002,256.0,2514,0.2201195061206817,0.2,-0.0003739573061466,0.2716381549835205,0.0,0.163170829599403,0.0,3080.0,0.0001423039999999,-1.1490192264318468e-08,1,0.0003,5e-05
634880,310,251,0.0,-1.7920000000000005,256.0,2523,0.0001594448694959,0.2,-0.0003745473211893,0.3663106560707092,0.0,0.0810524243022882,0.0,3090.0,0.000141792,-7.171183824539185e-09,1,0.0003,5e-05
636928,311,251,0.0,-1.5539999999999998,256.0,2531,0.0024303370155394,0.2,-0.0003794352011027,0.9614970684051514,0.0,0.0100382166885538,-7.537892e-09,3100.0,0.0001412799999999,-1.7671845853328705e-07,1,0.0003,5e-05
638976,312,251,0.0,-1.6420000000000003,256.0,2539,0.0145701244473457,0.2,-0.0004276570518413,0.0270741581916809,0.0,0.0580927720015097,-7.566996e-09,3110.0,0.0001407679999999,-4.6083005145192156e-08,1,0.0003,5e-05
641024,313,251,0.0,-1.5760000000000003,256.0,2547,0.0015823865542188,0.2,-0.0003986989431723,0.2308416962623596,0.0,0.0562248367282109,0.0,3120.0,0.0001402559999999,4.330649971961975e-09,1,0.0003,5e-05
643072,314,251,0.0,-1.616,256.0,2556,4.549028381006792e-05,0.2,-0.0003996401101176,0.879249632358551,0.0,0.0028048957829241,-7.450581e-09,3130.0,0.0001397439999999,-7.908092811703681e-08,1,0.0003,5e-05
645120,315,251,0.0,-1.3600000000000003,256.0,2564,0.0062062223441898,0.2,-0.0004286457995476,0.0101837515830993,0.0,0.1583902079910331,-1.0244548e-08,3140.0,0.0001392319999999,1.825392246246338e-08,1,0.0003,5e-05
647168,316,251,0.0,-1.3780000000000003,256.0,2572,0.110689677298069,0.2,-0.0004444668265932,0.1894698143005371,0.0,0.2725659131898282,-2.2293534e-08,3150.0,0.0001387199999999,2.654851414263249e-08,1,0.0003,5e-05
649216,317,251,0.0,-1.3020000000000005,256.0,2581,0.0003726372960954,0.2,-0.0004769616200064,0.3736297488212585,0.0,0.0411921590057318,-2.3370376e-08,3160.0,0.000138208,-1.1041993275284766e-08,1,0.0003,5e-05
651264,318,251,0.0,-1.2960000000000005,256.0,2589,0.0009555306751281,0.2,-0.0004761898981087,0.5027463436126709,0.0,0.0168009548087866,-2.3515895e-08,3170.0,0.0001376959999999,-1.1837109923362733e-07,1,0.0003,5e-05
653312,319,251,0.0,-1.276,256.0,2597,0.0088537856936454,0.2,-0.0005121510577737,0.9088661670684814,0.0,0.0396531991576921,-2.089655e-08,3180.0,0.000137184,-2.6958296075463293e-07,1,0.0003,5e-05
655360,320,251,0.0,-1.286,256.0,2606,0.0598225183784961,0.2,-0.0005018710755393,0.847192645072937,0.0,0.0938716686912812,-1.3096724e-08,3190.0,0.0001366719999999,-9.853392839431762e-08,1,0.0003,5e-05
657408,321,251,0.0,-1.2820000000000005,256.0,2614,0.0012312894687056,0.2,-0.000538897421211,0.1968113780021667,0.0,0.3309066079447803,-3.6379788e-08,3200.0,0.0001361599999999,-3.4819822758436206e-08,1,0.0003,5e-05
659456,322,251,0.0,-1.3080000000000005,256.0,2622,0.0050142081454396,0.2,-0.0005310057007591,0.7197375297546387,0.0,0.1325624088640324,-2.2118911e-08,3210.0,0.0001356479999999,-1.1008232831954956e-07,1,0.0003,5e-05
661504,323,251,0.0,-1.558,256.0,2631,0.0008942700806073,0.2,-0.0005424994422355,0.7046322822570801,0.0,0.1074713662892463,-3.655441e-08,3220.0,0.0001351359999999,-6.811809726059437e-07,1,0.0003,5e-05
663552,324,251,0.0,-1.5179999999999998,256.0,2639,0.2109923958778381,0.2,-0.0006307858209765,0.0012609958648681,0.0,0.3516378746884584,-4.2287866e-08,3230.0,0.000134624,-3.485474735498428e-08,1,0.0003,5e-05
665600,325,251,0.0,-1.618,256.0,2647,0.01589210703969,0.2,-0.0007027338091575,0.0907359719276428,0.0,0.011211765464543,-1.0186341e-08,3240.0,0.0001341119999999,-1.807580702006817e-07,1,0.0003,5e-05
667648,326,251,0.0,-1.7380000000000004,256.0,2656,0.0011602947488427,0.2,-0.0005945505057752,0.1807068586349487,0.00029296875,0.3522001769611961,5.6263176e-05,3250.0,0.0001336,-6.846266333013774e-05,1,0.0003,5e-05
669696,327,251,0.0,-1.6620000000000004,256.0,2664,0.1090277507901191,0.2,-0.0005809807014884,0.6680760383605957,0.0,0.1140611304435879,-2.6600901e-08,3260.0,0.0001330879999999,-3.916735295206308e-07,1,0.0003,5e-05
671744,328,251,0.0,-1.2900000000000005,256.0,2672,0.0009465984185226,0.2,-0.0006266223615966,0.2921894192695617,0.0,0.1256985357809753,-2.697925e-08,3270.0,0.000132576,-5.416979547590017e-07,1,0.0003,5e-05
673792,329,251,0.0,-1.5020000000000002,256.0,2680,0.0001601197291165,0.2,-0.0006415628471586,0.256351888179779,0.0,0.0025366687540554,-1.5774276e-08,3280.0,0.000132064,-5.302543286234141e-07,1,0.0003,5e-05
675840,330,251,0.0,-1.5200000000000002,256.0,2689,0.0054719327017664,0.2,-0.0006743728154106,0.3863483071327209,0.0,0.1925745929420372,-1.7083948e-08,3290.0,0.000131552,-3.711611498147249e-07,1,0.0003,5e-05
677888,331,251,0.0,-1.4800000000000006,256.0,2697,0.0028071193955838,0.2,-0.0007719282002653,0.0028678774833679,0.0,0.2264257223148888,-3.9988663e-08,3300.0,0.00013104,-1.595006324350834e-07,1,0.0003,5e-05
679936,332,251,0.0,-1.4460000000000002,256.0,2705,0.0009992204140871,0.2,-0.00082833934066,0.3944897651672363,0.0,0.000527089966971,-4.595495e-08,3310.0,0.0001305279999999,-8.57166014611721e-08,1,0.0003,5e-05
681984,333,251,0.0,-1.1760000000000002,256.0,2713,0.001168502960354,0.2,-0.0008891792000213,0.7213635444641113,0.0,0.0433962834096746,-2.6921043e-08,3320.0,0.000130016,-3.373424988240004e-07,1,0.0003,5e-05
684032,334,251,0.0,-1.0360000000000005,256.0,2722,0.0961174964904785,0.2,-0.0008901884226361,0.1644676923751831,0.0,0.2337542444482096,-2.9336661e-08,3330.0,0.0001295039999999,-9.939831215888262e-08,1,0.0003,5e-05
686080,335,251,0.0,-1.11,256.0,2731,0.0043538128957152,0.2,-0.0007464061738573,-0.0012106895446777,0.000439453125,0.0090543824284395,8.1654376e-05,3340.0,0.000128992,-0.0009870484471321,1,0.0003,5e-05
688128,336,251,0.0,-0.908,256.0,2739,0.0690987706184387,0.2,-0.0006653862721577,0.0066912770271301,0.0,0.2497041187511058,-1.4551915e-10,3350.0,0.00012848,-1.496635377407074e-07,1,0.0003,5e-05
690176,337,251,0.0,-0.8160000000000001,256.0,2747,0.0001727211056277,0.2,-0.0006796607798605,0.7954360842704773,0.0,0.0019199532540369,-3.2567186e-08,3360.0,0.000127968,-3.128661774098873e-07,1,0.0003,5e-05
692224,338,251,0.0,-0.726,256.0,2756,0.008058363571763,0.2,-0.000734515851218,0.0491330027580261,0.0,0.0123613390251193,-4.7904905e-08,3370.0,0.000127456,-2.2142194211483e-08,1,0.0003,5e-05
694272,339,251,0.0,-0.6299999999999999,256.0,2764,0.0001089478391804,0.2,-0.0007284154758963,0.5742952823638916,0.0,0.1183343310778582,-2.7474016e-08,3380.0,0.000126944,-1.0121031664311883e-06,1,0.0003,5e-05
696320,340,251,0.0,-0.614,256.0,2772,0.0934156402945518,0.2,-0.0007428307311784,0.2712460160255432,0.0,0.1309059074126707,-4.650792e-08,3390.0,0.000126432,-3.3760443329811096e-08,1,0.0003,5e-05
698368,341,251,0.0,-0.4639999999999999,256.0,2780,0.0001508734276285,0.2,-0.000811790813168,0.185636281967163,0.0,0.0031890197849463,-2.7939677e-09,3400.0,0.00012592,-9.452924132347108e-08,1,0.0003,5e-05
700416,342,251,0.0,-0.7739999999999999,256.0,2789,-0.0021050823852419,0.2,-0.0005784318287624,0.3158806562423706,0.000439453125,0.0253926260455045,4.114231e-05,3410.0,0.000125408,-0.000676778104389,1,0.0003,5e-05
702464,343,251,0.0,-0.6780000000000002,256.0,2797,0.1738602072000503,0.2,-0.00053081252845,0.0089616775512695,0.0,0.2284628132998477,-5.820766e-11,3420.0,0.000124896,-8.51170625537634e-08,1,0.0003,5e-05
704512,344,251,0.0,-0.69,256.0,2805,0.0001031233550747,0.2,-0.0005670226302754,0.0857018828392028,0.0,0.0304552031305775,0.0,3430.0,0.0001243839999999,6.437767297029495e-09,1,0.0003,5e-05
706560,345,251,0.0,-0.604,256.0,2814,0.0009314662893302,0.2,-0.0005134483668371,0.9601888060569764,0.0,0.0042219455732265,0.0,3440.0,0.0001238719999999,-3.8471771404147146e-07,1,0.0003,5e-05
708608,346,251,0.0,-0.6940000000000001,256.0,2822,0.0015483676688745,0.2,-0.0005835151998326,0.0139772295951843,0.0,0.0458651349015497,0.0,3450.0,0.0001233599999999,-3.87546606361866e-08,1,0.0003,5e-05
710656,347,251,0.0,-0.894,256.0,2830,0.0871077701449394,0.2,-0.0005656198452925,0.3937584161758423,0.0,0.3796958909108071,-9.895302e-10,3460.0,0.0001228479999999,-1.5016412362456325e-07,1,0.0003,5e-05
712704,348,251,0.0,-1.052,256.0,2838,0.0777483358979225,0.2,-0.0005358909045753,0.5780602693557739,0.0,0.1736367533303564,0.0,3470.0,0.000122336,-5.60772605240345e-08,1,0.0003,5e-05
714752,349,251,0.0,-1.254,256.0,2847,0.0825828909873962,0.2,-0.0005496489138749,0.0326291918754577,0.0,0.299590212901785,0.0,3480.0,0.0001218239999999,-3.507011570036411e-08,1,0.0003,5e-05
716800,350,251,0.0,-1.406,256.0,2855,0.0014653077814728,0.2,-0.0005580108947469,0.1218129992485046,0.0,0.1390285590368876,-1.4551915e-10,3490.0,0.0001213119999999,-5.6537101045250897e-08,1,0.0003,5e-05
718848,351,251,0.0,-1.436,256.0,2863,0.0065797017887234,0.2,-0.0005618727896944,0.6430957317352295,0.0,0.197923419275321,-2.910383e-11,3500.0,0.0001207999999999,-4.500732757151127e-07,1,0.0003,5e-05
720896,352,251,0.0,-1.5380000000000005,256.0,2872,0.2568739652633667,0.2,-0.0005776152858743,0.4775543212890625,0.0,0.3678806018142495,-7.21775e-09,3510.0,0.0001202879999999,-1.585809513926506e-07,1,0.0003,5e-05
722944,353,250,0.0,-1.808,256.0,2880,0.0030467943288385,0.2,-0.0005703197814,0.784182608127594,0.0,0.107239817577647,-8.527422e-09,3520.0,0.0001197759999999,-1.7333077266812328e-07,1,0.0003,5e-05
724992,354,250,0.0,-1.8120000000000005,256.0,2888,0.0035954937338829,0.2,-0.0005954984604613,0.1652310490608215,0.0,0.9257019367301836,-2.910383e-11,3530.0,0.0001192639999999,-1.5995465219020846e-07,1,0.0003,5e-05
727040,355,250,0.0,-1.826,256.0,2896,0.005372897721827,0.2,-0.0005772218304628,0.8385574221611023,0.0,0.0693494907187414,-7.450581e-09,3540.0,0.0001187519999999,-3.868481144309044e-08,1,0.0003,5e-05
